MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
2,13,8,3,3,6,5,5,5,4,4,4,7,10,7,4,4,4,6,10,0.6183
3,3,9,3,8,5,7,6,5,9,5,3,5,1,10,12,5,8,7,5,0.6601
5,3,3,8,8,6,8,3,10,10,10,6,7,9,5,7,8,7,2,7,0.7772
6,3,7,7,6,5,4,7,4,7,8,10,1,2,8,8,7,6,7,5,0.6465
5,4,5,4,9,8,6,6,4,2,2,7,7,6,5,3,7,6,5,3,0.6115
9,7,9,4,5,5,7,7,4,5,6,11,2,5,14,10,7,8,7,9,0.7824
1,5,6,6,11,5,6,6,7,6,7,6,11,6,6,12,4,12,5,9,0.768
6,8,7,7,9,6,5,4,4,10,4,4,8,9,6,7,6,10,9,8,0.8049
7,5,6,2,7,9,2,9,3,4,6,4,8,8,4,6,8,5,7,5,0.7095
7,6,7,6,7,6,8,6,5,5,3,4,4,6,4,16,5,10,6,12,0.7364
9,10,6,10,0,2,7,7,7,6,5,4,5,7,5,8,2,9,8,5,0.6934
5,4,3,5,2,9,6,7,4,6,3,3,10,4,4,5,1,3,3,5,0.5399
6,7,11,7,9,3,9,6,10,4,5,7,5,1,6,6,7,4,12,9,0.736
6,8,9,8,2,10,7,10,4,6,4,5,8,2,7,6,4,5,9,7,0.7005
7,2,10,4,13,4,2,5,6,7,6,11,6,5,7,2,2,7,9,5,0.6966
6,3,4,6,6,7,8,3,11,5,2,5,4,3,10,7,9,5,4,8,0.6363
7,6,7,3,7,3,1,7,7,8,4,4,6,8,3,6,6,6,8,1,0.6691
6,8,4,6,8,3,4,5,5,2,8,11,7,8,3,3,7,5,6,8,0.6897
6,3,5,3,5,1,9,4,7,4,10,4,5,2,9,2,8,6,2,8,0.5704
7,8,3,6,7,4,6,7,7,8,8,6,5,7,9,10,2,6,5,4,0.7209
5,6,5,5,7,4,5,3,7,9,4,4,8,8,5,6,9,10,9,5,0.7073
7,4,6,5,4,6,4,4,10,5,4,8,7,5,7,6,6,9,8,4,0.6657
6,9,4,4,7,3,4,8,9,6,6,6,2,11,9,6,6,5,6,9,0.7059
3,8,8,6,7,4,4,4,6,6,5,3,6,10,2,3,8,5,4,7,0.6223
4,6,7,7,4,3,7,7,7,4,5,6,10,7,6,8,9,5,6,7,0.6655
5,5,8,9,9,8,5,4,3,7,4,5,5,7,2,2,5,4,6,9,0.6724
6,3,5,6,3,8,4,4,7,4,7,6,5,8,6,6,6,6,8,8,0.6684
7,3,8,3,9,6,8,4,4,7,7,6,7,5,1,7,3,7,5,8,0.6613
3,6,6,12,6,6,8,5,4,7,7,5,7,8,8,8,6,4,5,7,0.7325
8,7,5,4,4,3,6,4,7,3,5,12,6,6,1,4,2,11,6,5,0.643
4,3,7,1,11,8,3,8,7,3,7,5,5,6,8,5,4,3,4,7,0.6312
3,9,4,3,8,6,4,6,7,8,2,5,6,5,5,9,7,7,11,10,0.693
3,7,2,7,5,8,5,5,5,2,6,8,9,4,7,6,13,9,7,10,0.676
7,9,5,7,5,5,3,6,4,3,6,8,3,9,3,5,6,4,6,8,0.6796
8,7,2,5,5,5,8,9,8,7,6,10,3,5,4,5,5,4,8,4,0.6645
7,9,5,9,5,5,7,12,12,6,4,4,11,2,8,7,9,6,7,6,0.7659
3,7,8,2,5,5,5,6,5,8,7,5,11,4,5,5,0,3,4,10,0.5712
6,5,9,5,4,4,3,3,8,7,5,7,8,5,5,5,10,8,4,5,0.6891
5,4,2,5,7,4,8,9,5,4,8,5,5,5,3,10,5,9,5,6,0.5895
5,5,9,12,8,4,2,4,4,2,3,8,4,6,7,12,8,6,3,1,0.7124
2,6,7,8,4,4,7,1,5,5,9,9,7,8,2,10,4,7,7,4,0.6239
5,8,8,4,6,5,4,4,7,6,4,4,8,11,4,6,5,5,6,7,0.6764
6,8,7,10,7,6,5,2,2,3,5,1,5,4,8,5,5,7,7,7,0.6566
7,8,6,8,6,6,2,4,4,3,9,6,7,4,5,5,4,3,8,5,0.6747
10,8,4,4,4,7,6,6,9,7,6,9,6,5,4,5,7,6,5,8,0.7127
6,6,9,10,7,5,5,3,2,5,6,4,6,5,5,6,4,8,8,6,0.7082
3,7,5,3,6,6,5,2,6,5,2,9,8,8,7,4,8,5,6,6,0.6017
3,11,10,9,10,6,5,9,5,4,8,3,2,4,7,5,6,5,4,6,0.6895
7,6,7,7,7,4,7,7,5,8,5,5,11,5,9,8,4,5,6,7,0.7437
7,4,6,7,7,2,6,7,2,10,2,8,11,7,4,6,8,2,2,9,0.7034
9,6,5,8,4,5,8,3,5,7,8,8,5,5,6,6,3,5,8,4,0.6845
5,9,8,5,4,10,9,5,5,6,5,12,4,5,7,13,3,4,7,7,0.6898
4,8,10,5,2,4,3,1,4,7,6,7,3,3,5,7,11,5,6,6,0.5859
6,7,7,4,4,6,7,4,8,5,6,8,4,10,7,8,7,10,6,4,0.7123
4,4,9,4,6,5,8,10,4,6,6,6,5,6,8,11,5,5,4,7,0.6873
5,7,8,4,4,3,3,5,1,5,7,3,6,11,8,3,4,6,6,9,0.6387
6,7,5,4,5,6,7,10,7,4,6,5,5,8,9,3,3,8,7,5,0.6707
9,5,4,4,3,4,5,7,5,5,7,10,5,4,3,2,10,3,3,5,0.6142
9,7,7,2,8,10,6,6,4,9,10,8,4,4,10,8,3,5,4,5,0.7518
7,10,1,2,6,3,7,15,9,6,10,5,8,5,3,5,7,3,3,4,0.651
6,2,2,5,6,6,3,4,4,6,8,5,5,7,4,3,4,6,5,6,0.6201
3,5,2,11,5,8,5,3,10,5,6,7,5,7,7,8,5,6,6,8,0.7016
7,7,5,5,8,4,6,3,6,6,4,3,4,11,5,6,3,3,9,7,0.686
2,8,4,6,4,9,5,5,3,2,3,4,3,9,9,4,8,7,4,3,0.5828
6,8,5,7,11,6,8,3,5,6,5,9,9,7,2,6,10,8,8,5,0.7655
4,6,5,7,6,2,5,7,8,10,7,6,6,3,5,4,4,6,2,7,0.5873
7,8,6,7,4,6,5,4,5,8,5,6,7,1,5,11,3,6,3,1,0.6205
4,6,8,7,10,7,5,6,1,7,8,4,3,7,7,4,9,10,7,7,0.7638
12,7,12,7,6,3,12,8,8,7,7,10,7,9,7,8,8,6,6,3,0.8291
8,11,5,3,5,7,4,5,9,5,5,6,4,7,12,10,2,5,6,6,0.7293
9,3,6,8,6,8,7,5,4,0,6,5,4,7,6,5,7,4,4,10,0.7083
10,7,4,8,7,6,6,7,9,7,4,3,8,7,11,6,8,7,8,6,0.8422
11,8,7,8,4,6,7,4,9,6,7,6,8,6,3,5,7,5,4,10,0.7573
7,4,7,5,2,5,9,4,7,5,8,5,5,7,3,4,6,3,7,5,0.6011
4,7,9,6,3,7,5,5,6,4,9,10,7,6,12,5,1,7,9,7,0.7035
7,5,7,9,5,6,7,10,3,3,10,4,2,8,5,7,7,2,4,9,0.7028
9,6,5,5,6,5,9,4,10,6,9,10,4,5,3,6,9,10,5,5,0.7179
12,6,4,3,4,3,8,4,4,5,12,10,8,6,7,4,7,6,4,9,0.7022
5,5,6,7,4,1,7,5,9,3,2,5,5,6,5,5,4,6,7,4,0.593
9,7,7,8,6,4,5,6,8,7,7,8,2,5,7,10,8,8,4,9,0.7789
5,6,7,11,3,3,11,4,8,3,7,12,7,5,6,10,5,5,3,1,0.6545
4,4,10,3,10,7,7,5,2,7,10,4,8,1,4,12,5,5,12,4,0.6864
4,4,6,6,4,4,5,10,4,4,7,6,7,5,7,5,12,8,1,3,0.6329
4,3,7,6,6,7,6,4,6,6,6,6,4,8,3,6,4,8,5,3,0.6072
4,3,7,4,4,4,10,9,6,6,9,4,5,3,8,6,6,1,6,4,0.5762
2,9,6,4,7,8,5,6,2,9,5,4,7,4,10,8,3,6,8,8,0.6772
11,7,6,2,5,7,6,7,4,4,7,7,7,5,5,3,6,4,6,7,0.657
8,8,8,8,5,4,5,4,9,7,7,6,5,7,4,4,7,8,5,7,0.7331
10,7,6,3,4,4,12,7,11,5,3,9,5,3,6,7,8,4,8,8,0.6868
3,9,6,3,6,6,2,4,3,4,6,10,10,2,3,9,5,2,1,3,0.5587
9,7,3,6,9,7,4,6,9,2,8,5,7,4,11,5,11,7,4,4,0.77
5,11,2,4,7,8,4,5,9,4,6,5,8,2,6,5,2,5,7,6,0.6185
11,3,6,4,2,7,7,5,7,3,5,5,7,9,6,3,5,10,5,5,0.6885
4,7,0,6,2,4,4,3,9,7,8,5,3,4,6,5,10,3,7,3,0.553
9,3,6,3,6,3,4,8,6,7,4,8,5,3,4,8,6,7,6,6,0.6467
4,6,10,11,0,3,10,8,8,7,1,7,8,1,5,4,4,10,4,5,0.5834
3,5,5,4,8,6,6,8,5,7,5,11,5,6,8,4,6,7,5,7,0.64
6,4,8,9,3,1,7,3,5,4,7,6,7,5,5,6,8,8,4,6,0.6265
10,10,4,6,1,6,3,3,5,2,1,8,10,8,9,8,5,8,7,6,0.7142
5,3,4,7,3,6,9,7,13,11,8,3,5,6,6,6,6,9,7,7,0.7157
6,5,9,5,9,8,6,7,6,8,4,4,8,6,11,10,8,6,1,8,0.7742
6,5,4,6,7,6,6,7,7,6,8,6,6,6,8,8,7,4,2,8,0.6887
6,6,7,5,7,5,5,5,8,4,3,10,8,6,4,5,7,4,7,3,0.6682
7,5,4,2,7,11,3,9,7,5,7,6,7,3,6,6,6,7,8,7,0.7268
5,4,5,5,3,6,14,3,7,3,0,7,5,9,5,8,2,6,8,3,0.5505
5,3,7,4,4,6,6,4,0,7,7,1,4,6,4,5,3,10,4,4,0.557
3,5,7,7,5,5,7,8,8,4,4,7,7,7,6,7,6,6,3,4,0.602
4,6,6,6,2,11,2,9,2,10,4,3,6,4,9,5,7,6,4,3,0.5689
4,10,4,5,8,8,8,4,3,4,7,3,2,7,8,7,2,4,7,5,0.6351
5,8,6,3,6,7,12,7,6,7,8,7,5,9,4,7,3,4,8,6,0.6777
6,8,1,4,7,6,5,7,4,5,6,4,5,6,5,3,3,6,11,3,0.6237
7,5,7,15,9,6,9,6,4,3,5,8,6,10,7,6,6,6,8,5,0.8307
4,8,9,5,8,6,11,4,5,5,2,7,7,5,7,7,7,9,6,9,0.6928
7,6,6,5,6,4,2,7,7,5,3,4,6,6,6,10,3,4,10,6,0.6787
4,2,2,2,7,6,6,5,4,6,6,7,9,5,7,9,8,8,6,10,0.6511
8,8,3,4,7,7,7,9,3,5,7,2,6,5,8,4,3,9,3,7,0.6576
6,6,5,4,5,6,5,7,5,5,12,5,8,4,2,8,6,6,4,5,0.6545
6,7,5,7,3,4,12,6,7,6,8,8,4,7,8,5,5,4,5,6,0.647
9,6,7,4,6,3,9,4,11,8,2,10,8,9,4,6,7,2,6,7,0.7245
7,5,3,5,5,9,5,4,3,5,3,7,6,4,7,8,6,8,2,5,0.6234
6,7,5,3,2,8,9,4,9,11,3,8,6,8,8,6,3,7,10,10,0.6745
4,5,4,6,5,7,7,4,7,10,5,5,5,8,7,5,3,2,2,3,0.628
8,4,9,5,3,3,6,4,6,7,5,2,6,7,2,6,5,5,7,4,0.6204
11,5,10,2,3,8,7,10,2,5,5,5,4,6,3,7,7,7,8,5,0.7091
7,6,5,7,4,2,6,7,13,4,5,6,5,12,7,7,7,6,4,8,0.7302
4,10,12,3,6,5,6,6,7,5,8,9,3,7,9,5,6,5,4,6,0.686
3,5,6,8,6,4,6,5,5,7,4,9,5,5,8,7,5,6,2,3,0.5965
3,9,5,4,7,6,3,5,7,9,4,5,6,1,6,6,1,11,3,6,0.6111
8,6,12,3,6,5,5,6,5,4,5,3,5,6,3,4,9,7,6,4,0.6827
7,4,10,8,5,7,10,8,7,6,5,10,11,5,7,7,4,12,7,3,0.7917
5,9,7,3,8,5,10,5,4,5,7,9,4,5,5,12,9,6,4,7,0.6993
6,4,9,6,5,5,5,7,7,6,6,4,5,3,4,5,4,5,8,3,0.6368
5,9,7,7,9,6,2,7,7,9,6,4,9,5,7,2,5,2,5,7,0.695
6,6,7,6,3,4,5,5,6,5,9,6,3,10,8,3,6,6,8,9,0.6463
13,7,9,8,11,8,6,10,7,4,7,9,5,6,9,9,9,6,3,8,0.8779
7,6,5,9,6,5,4,8,7,4,3,3,4,5,7,7,8,7,9,8,0.7036
4,8,5,3,6,5,4,9,6,10,5,9,7,4,6,6,3,3,4,5,0.5975
4,8,4,3,4,7,9,3,8,2,8,2,6,4,4,7,1,7,6,9,0.552
3,2,4,8,7,6,8,7,3,14,5,10,4,5,3,5,6,7,6,5,0.629
7,11,6,8,5,7,4,5,5,9,10,3,5,4,8,5,7,8,5,10,0.7583
7,10,6,10,4,5,6,3,2,5,7,6,3,11,10,2,6,10,6,7,0.7668
5,6,4,6,7,4,5,4,6,9,4,7,4,4,2,5,8,7,6,11,0.6438
4,3,2,7,4,8,8,7,6,5,11,7,7,3,6,3,10,8,6,10,0.6608
6,6,10,5,7,3,5,7,7,4,4,2,7,8,3,4,7,9,7,8,0.7196
4,7,4,4,6,4,8,6,2,2,3,5,4,13,6,4,2,4,7,6,0.5799
9,3,4,5,6,6,8,7,6,3,6,3,6,6,9,7,7,6,2,8,0.6798
9,7,4,3,8,8,7,7,11,6,4,6,7,7,9,4,5,5,2,5,0.7141
5,5,10,8,2,2,7,8,4,4,4,8,7,4,5,6,8,5,4,7,0.617
6,6,3,5,4,6,8,5,7,5,4,5,9,5,7,4,6,6,3,6,0.6002
7,9,6,6,8,6,8,7,3,5,5,5,3,2,4,11,5,4,7,4,0.6688
7,6,5,4,7,8,4,4,8,8,9,5,6,12,10,6,7,12,4,4,0.7652
10,6,6,5,2,3,6,6,11,8,0,7,6,4,10,5,4,6,5,3,0.6393
5,5,7,7,9,11,2,10,7,7,5,3,9,5,7,4,3,2,7,6,0.7462
5,4,9,10,8,7,6,6,9,6,2,5,8,7,7,7,7,3,2,7,0.7535
5,13,9,8,2,5,7,4,7,3,8,2,6,1,4,5,10,3,8,5,0.618
9,3,6,5,4,4,9,0,4,5,3,6,6,5,6,3,6,7,6,2,0.5965
7,8,6,6,5,6,3,9,6,7,5,4,3,5,2,4,7,3,4,9,0.6443
7,8,7,5,6,5,6,11,7,5,7,6,8,3,5,9,3,4,8,6,0.6965
6,5,10,5,4,9,5,6,5,4,4,9,5,2,9,4,3,4,5,4,0.5843
9,5,10,10,3,3,6,3,9,8,7,8,5,5,8,8,7,7,5,6,0.7808
6,5,9,3,5,5,5,5,0,6,6,1,11,7,5,5,6,9,3,7,0.6332
5,10,7,5,6,7,9,5,8,7,5,7,4,9,3,7,4,3,8,7,0.681
8,2,7,10,7,7,9,3,3,6,7,9,6,5,6,5,4,4,10,7,0.669
6,3,5,3,5,6,8,4,7,8,7,4,4,6,7,12,9,6,2,7,0.6488
4,7,11,5,3,7,7,6,2,4,11,8,6,10,8,7,8,9,6,8,0.7267
4,4,5,6,6,11,4,5,11,10,2,2,4,5,4,6,7,5,3,4,0.6284
8,2,6,4,4,4,6,7,1,8,4,8,5,4,5,2,10,3,4,6,0.5913
6,7,8,7,8,9,6,8,8,11,5,7,11,5,13,6,7,9,4,10,0.8338
7,9,4,3,2,5,11,4,6,3,12,8,6,10,12,5,6,4,8,4,0.6678
9,10,5,8,6,3,2,5,7,5,7,4,3,4,11,6,8,5,4,14,0.7595
12,7,7,7,9,3,4,5,4,3,6,11,4,6,6,5,5,11,5,8,0.7949
6,2,3,7,7,9,2,5,6,2,3,4,8,7,8,8,3,7,9,7,0.6909
11,7,11,4,8,5,6,9,11,5,4,5,4,6,5,8,9,4,2,3,0.751
11,6,9,7,5,8,7,5,4,4,6,2,10,4,10,5,9,6,7,4,0.7593
11,6,6,8,7,13,8,5,15,6,6,8,11,0,10,5,7,4,8,8,0.8205
4,9,5,4,8,8,2,3,7,3,5,8,10,3,3,8,7,7,4,5,0.6502
4,7,3,2,1,4,4,5,3,5,4,5,2,11,5,7,5,4,8,1,0.4888
8,4,3,4,3,4,7,6,3,7,7,2,6,7,8,9,7,6,5,6,0.6609
7,10,1,4,7,4,5,6,6,9,3,9,6,6,7,8,13,2,6,7,0.6829
10,2,3,7,5,6,6,4,2,4,6,5,1,4,5,5,13,5,7,5,0.6613
2,5,3,10,6,3,8,3,4,2,5,5,9,6,4,12,5,4,4,8,0.6034
6,10,8,5,1,5,9,8,7,6,3,1,12,11,4,6,5,4,2,7,0.6529
4,3,7,7,2,5,5,7,5,3,3,7,8,8,7,6,5,8,7,5,0.6152
9,11,5,8,8,5,4,6,7,2,2,5,10,4,4,6,7,7,7,7,0.7587
6,4,4,6,9,3,4,5,7,5,7,5,7,7,10,5,11,8,6,1,0.7028
2,5,3,8,7,6,2,7,7,8,5,6,12,7,7,7,8,6,6,8,0.6935
5,4,7,4,6,4,4,5,2,3,7,6,8,8,9,7,7,7,10,11,0.6883
4,6,5,3,8,2,5,4,6,9,4,4,6,3,3,4,7,9,7,3,0.5949
6,2,4,7,7,4,9,5,4,4,3,7,10,4,4,6,2,4,4,1,0.5524
8,1,9,6,4,5,5,6,4,6,7,8,7,11,8,7,4,8,9,6,0.7475
8,7,5,6,5,6,6,6,6,4,4,1,6,9,7,8,6,4,1,7,0.6761
5,6,4,2,6,7,6,7,5,4,6,5,8,5,5,7,9,7,5,6,0.6568
11,9,4,7,5,6,7,4,9,5,9,7,10,9,5,2,7,3,12,8,0.8189
9,4,3,7,4,5,5,6,4,11,6,6,3,3,4,7,6,9,9,2,0.6557
7,11,5,8,7,6,5,10,7,6,3,5,7,2,5,15,5,2,5,9,0.7337
5,5,8,7,6,8,4,5,1,7,4,5,11,4,6,5,6,2,7,7,0.6642
4,9,4,11,6,1,6,4,3,7,3,5,4,8,6,6,7,5,5,4,0.6359
8,6,2,6,6,7,2,6,7,7,10,1,5,7,5,6,3,9,2,4,0.7015
12,7,9,5,9,14,3,5,6,5,6,3,8,6,6,4,5,5,8,7,0.8444
14,4,8,5,3,4,9,5,4,3,2,3,8,7,10,11,9,3,4,7,0.705
4,2,9,6,6,4,5,5,2,6,5,3,7,5,3,8,6,8,9,6,0.6286
6,7,3,4,9,6,5,5,3,5,10,7,12,6,12,6,6,6,8,7,0.7491
4,2,5,10,4,5,10,3,4,6,4,5,7,4,5,9,11,6,11,2,0.6442
4,3,10,5,10,7,5,7,6,3,4,9,3,4,4,8,10,8,8,7,0.692
7,4,7,3,2,7,6,0,3,5,7,1,4,4,7,6,7,6,7,8,0.559
4,5,7,4,6,6,2,8,6,11,3,7,2,3,5,4,5,6,6,12,0.6267
10,9,6,2,7,9,2,5,4,5,8,2,3,9,9,3,4,8,9,11,0.776
6,9,9,6,4,9,5,7,10,4,7,4,3,6,6,6,5,6,5,5,0.7064
6,10,2,3,5,8,6,7,5,10,5,9,9,7,5,4,7,1,5,9,0.6882
2,7,14,3,8,6,9,2,6,6,3,2,3,7,6,5,4,5,6,3,0.5876
8,9,9,5,4,3,7,8,4,4,5,5,8,6,6,7,4,4,4,8,0.674
8,5,11,8,6,2,3,12,7,8,7,5,7,2,6,8,3,8,7,7,0.748
3,5,8,8,6,7,8,8,6,6,5,6,8,3,9,6,5,3,8,6,0.6492
4,6,4,4,4,6,3,7,6,8,8,5,3,8,5,7,4,5,6,3,0.6403
9,1,5,2,12,2,6,2,4,6,6,6,2,4,2,4,8,7,4,7,0.6157
6,7,5,6,7,6,8,7,5,5,6,5,11,4,6,5,3,11,2,3,0.6617
8,5,4,5,6,6,11,5,4,9,6,10,3,3,5,7,7,3,1,11,0.6288
10,6,4,7,6,7,9,9,6,7,6,0,5,3,5,6,3,4,5,8,0.6862
5,9,8,6,4,9,6,9,6,4,3,8,5,7,3,7,6,8,14,4,0.7239
4,5,2,8,7,11,6,9,9,9,5,8,5,6,7,8,7,7,10,9,0.7486
9,11,9,5,7,6,4,6,7,4,7,7,4,6,9,6,6,3,8,4,0.7279
8,4,5,12,8,4,6,5,10,7,3,3,12,6,10,2,4,5,9,7,0.7751
4,4,8,8,3,3,6,8,5,3,3,2,3,8,3,12,5,8,5,8,0.637
5,11,5,6,5,6,8,6,6,6,4,7,4,7,6,7,6,6,7,8,0.6679
4,6,4,6,5,4,8,4,3,7,8,9,6,7,7,6,9,5,5,4,0.6398
1,7,7,4,7,3,5,7,6,6,8,4,3,4,8,8,7,6,5,7,0.6197
5,6,8,5,3,9,4,5,4,6,5,5,8,4,7,7,8,4,7,5,0.6221
5,7,4,2,8,5,6,5,5,2,2,6,9,4,5,4,4,5,4,8,0.5614
2,4,6,6,11,7,3,6,3,4,5,6,3,6,8,9,7,5,6,4,0.6279
4,4,8,5,5,4,9,5,7,8,6,5,7,9,8,4,6,6,2,10,0.6492
8,6,10,9,9,7,8,2,7,7,5,7,8,2,3,7,5,7,7,12,0.7625
1,3,6,2,7,3,2,4,9,8,7,4,8,6,6,11,4,6,6,8,0.6112
9,6,2,6,8,6,4,8,6,4,5,5,4,7,9,3,5,2,7,4,0.6824
6,6,4,5,2,3,5,6,5,5,9,7,4,7,7,6,6,3,9,2,0.601
6,6,7,5,7,3,5,2,4,6,8,3,9,3,9,2,9,7,6,6,0.674
1,7,4,7,7,5,6,7,5,7,5,3,9,9,11,5,7,11,14,7,0.7494
6,5,3,6,9,6,4,7,11,4,5,12,8,7,7,12,8,4,9,5,0.8002
7,7,5,2,8,5,4,3,10,4,8,12,1,4,5,7,5,8,13,8,0.6805
4,6,6,7,7,2,7,7,8,7,4,9,8,7,10,7,10,4,6,6,0.6895
4,7,5,2,6,7,4,5,2,6,8,6,7,5,8,3,4,2,5,5,0.5831
7,6,5,10,8,3,5,5,4,9,6,9,8,9,4,6,9,3,5,9,0.7882
9,4,7,11,5,3,3,5,8,8,9,10,4,7,1,6,9,3,2,7,0.7466
5,11,4,5,5,7,3,5,6,6,3,5,7,5,4,7,4,6,3,5,0.6011
7,6,5,9,6,5,3,5,9,7,5,10,4,8,3,5,5,8,8,6,0.7291
7,8,6,6,7,8,6,8,6,6,4,4,6,6,8,9,5,7,10,11,0.7897
5,4,7,5,6,4,6,6,10,6,5,5,5,3,9,8,5,11,10,4,0.69
6,5,6,7,3,4,4,3,6,7,3,1,2,7,3,7,2,6,5,6,0.5828
5,7,6,4,6,8,7,6,6,8,6,5,6,6,3,6,8,4,3,7,0.6755
4,5,7,3,4,3,6,7,0,6,3,7,8,7,7,9,2,4,6,5,0.6031
8,3,10,4,5,6,6,10,4,5,11,6,3,11,3,11,6,5,7,7,0.749
4,4,3,4,7,9,8,4,5,4,5,3,4,5,6,5,7,6,8,5,0.6187
8,6,3,5,8,6,3,4,7,10,3,6,3,5,1,4,8,9,4,4,0.6774
6,3,3,3,7,5,4,3,8,5,6,7,5,6,5,9,4,5,3,5,0.6249
6,6,2,3,1,9,6,9,4,3,8,4,10,5,4,9,5,7,6,8,0.6443
5,9,8,5,9,4,7,8,5,4,6,7,6,7,8,6,4,3,4,3,0.6856
5,3,9,6,6,10,11,4,4,5,5,9,8,11,8,5,6,8,3,10,0.7149
5,9,7,4,4,9,4,11,7,7,9,4,6,3,8,5,3,5,8,8,0.6963
5,6,4,6,4,5,6,5,5,6,8,7,7,7,4,10,3,9,7,7,0.6597
11,5,5,7,7,10,6,7,6,9,3,6,6,9,7,8,8,10,5,1,0.7893
8,11,8,9,3,8,6,7,9,0,7,9,8,6,4,4,5,8,9,5,0.7781
4,9,4,2,11,10,6,5,3,9,9,4,5,5,8,5,5,3,5,6,0.6461
3,5,5,4,7,8,4,7,2,2,4,4,8,7,6,9,5,4,7,9,0.6168
9,5,6,7,8,5,10,7,7,7,5,5,7,5,6,6,4,4,6,3,0.7024
6,5,3,3,5,9,7,4,7,5,11,2,8,7,5,5,2,3,4,8,0.6254
8,2,2,8,4,3,7,2,10,1,4,12,4,9,3,6,8,7,7,6,0.6657
4,4,3,9,8,4,6,6,9,8,7,5,9,8,7,5,2,4,4,8,0.6911
5,5,7,7,5,4,8,4,8,7,7,6,3,6,5,3,6,8,5,6,0.6726
7,2,4,6,6,4,7,5,6,9,9,4,4,3,9,7,4,3,7,10,0.6561
9,5,7,9,4,6,12,3,6,6,3,7,7,2,8,6,7,5,7,6,0.6871
6,7,8,7,3,5,5,2,6,7,7,3,6,3,6,11,3,6,6,4,0.6189
2,3,5,2,7,5,9,8,7,7,8,5,2,9,4,9,5,3,3,4,0.587
5,11,7,7,4,6,10,9,10,10,4,4,7,6,9,6,6,4,7,4,0.7519
7,7,8,5,7,6,4,5,7,5,6,5,4,7,5,6,8,5,6,4,0.705
5,3,6,3,5,11,6,4,8,8,3,7,9,1,10,6,6,9,8,6,0.6646
4,3,5,4,6,5,2,5,4,5,6,8,11,6,5,7,8,5,7,1,0.6074
12,6,3,7,6,3,6,5,3,9,10,6,8,4,8,12,11,6,3,6,0.8046
10,5,7,3,6,5,6,4,4,8,6,10,6,4,10,6,5,4,5,7,0.6836
7,4,7,5,6,12,3,9,9,8,8,7,2,7,3,7,4,5,6,4,0.7385
8,10,5,7,7,2,5,6,6,4,3,10,5,9,6,5,2,1,7,7,0.6866
2,13,5,4,10,6,3,6,7,8,7,8,5,3,3,4,7,2,14,8,0.6913
7,6,10,12,7,1,5,9,6,6,3,6,7,1,8,7,10,7,2,7,0.7167
2,7,7,6,9,7,7,3,3,8,4,9,8,6,3,4,1,8,5,7,0.6359
3,8,8,6,4,5,11,5,3,7,8,7,9,7,8,10,4,9,4,5,0.6848
13,5,5,12,8,10,6,7,3,3,6,9,9,4,6,5,10,5,6,8,0.8481
5,4,9,8,8,7,2,4,9,6,8,6,10,4,3,1,7,6,6,9,0.7073
1,3,3,7,6,8,2,7,6,4,9,6,6,11,3,7,3,7,7,5,0.6401
6,12,9,3,6,5,10,6,3,7,5,5,8,6,2,7,5,5,7,5,0.6598
6,4,5,8,9,5,3,8,6,10,5,5,8,2,7,6,5,4,8,9,0.7484
5,3,6,7,2,3,11,6,3,4,8,7,5,5,2,10,8,7,3,6,0.6022
8,4,5,7,7,5,4,2,6,8,3,3,5,9,3,7,8,9,2,5,0.7144
4,6,9,5,7,7,5,7,5,4,8,4,4,8,8,6,6,7,3,10,0.7195
9,7,9,9,9,5,4,5,5,8,5,5,8,9,8,6,3,6,7,3,0.8422
10,5,4,6,7,8,6,7,4,6,7,3,5,7,6,6,8,6,6,5,0.7517
6,6,4,7,6,5,7,8,2,7,4,9,5,7,4,3,1,1,7,4,0.6027
5,7,2,4,9,9,8,4,4,5,5,3,6,7,8,5,6,4,9,7,0.6834
8,7,8,6,8,4,2,6,4,4,5,7,10,6,2,1,7,3,5,13,0.6984
8,8,7,5,6,3,7,6,5,8,1,8,5,7,3,7,5,6,3,9,0.6649
7,7,3,6,5,8,4,8,6,6,6,3,2,9,7,5,3,3,6,4,0.6823
5,9,4,7,5,4,3,3,4,7,6,5,6,8,5,5,5,4,5,5,0.639
6,4,5,3,4,4,7,9,12,7,9,6,8,5,2,5,7,3,4,4,0.657
5,8,5,3,9,4,4,6,2,6,3,4,7,10,4,7,8,4,3,12,0.679
6,5,9,2,5,9,10,7,7,5,5,7,2,3,3,5,6,4,5,5,0.6068
3,5,4,7,6,4,4,5,1,6,0,10,8,9,12,5,4,6,8,2,0.6251
4,8,7,7,2,3,10,6,11,7,9,5,3,8,5,7,6,5,6,3,0.6623
8,10,5,3,5,9,8,4,6,7,8,4,6,5,7,3,4,7,7,3,0.6713
3,9,5,12,6,2,8,5,5,3,4,6,6,6,6,8,6,7,10,6,0.6934
2,7,3,5,8,7,7,5,5,3,8,3,7,8,4,4,8,5,10,7,0.6482
4,9,4,6,6,4,11,4,4,4,6,7,7,8,6,6,6,7,2,6,0.6491
